ID	TOKENS	PROTOFORM	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
2057	h ie r f e s t	*xarbistuz	hɑːvɪst	hierfest	419	Old_English	R/T 14594-14603: hærfest is Anglian loan (Bammesberger 1997); WS hierfest attested (Toller); regular PGmc *harbistuz > WS hierfest via AFB+breaking+i-umlaut			harvest	*xarbistuz	115
1529	h ɛ r p s t	*xarbistuz	hɛrpst	Herbst	419	German				harvest	*xarbistuz	115
1337	h ɛ b ə	*xabēną	hɛbə	hebben	366	Dutch				have	*xabēną	116
1336	h æ v	*xabēną	hæv	have	366	English				have	*xabēną	116
2058	h a b b a n	*xabēną	hæv	habban	366	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			have	*xabēną	116
1335	h aː b ə n	*xabēną	haːbən	haben	366	German				have	*xabēną	116
756	h aː x	*xagô	haːx	haag	207	Dutch				haw	*xagô	117
755	h ɔː	*xagô	hɔː	haw	207	English				haw	*xagô	117
2059	h a g a	*xagô	hɔː	haga	207	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			haw	*xagô	117
754	h aː k	*xagô	haːk	Hag	207	German				haw	*xagô	117
1797	h aː v ɪ k	*xabukăz	haːvɪk	havik	492	Dutch				hawk	*xabukăz	118
1796	h ɔː k	*xabukăz	hɔːk	hawk	492	English				hawk	*xabukăz	118
2060	h a f o c	*xabukăz	hɔːk	hafoc	492	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hawk	*xabukăz	118
1795	h aː b ɪ x t	*xabukăz	haːbɪxt	Habicht	492	German				hawk	*xabukăz	118
811	h oː j	*xawwją	hoːj	hooi	222	Dutch				hay	*xawwją	119
810	h eɪ	*xawwją	heɪ	hay	222	English				hay	*xawwją	119
2061	h ī e ġ	*xawwją	heɪ	hīeġ	222	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hay	*xawwją	119
809	h ɔy	*xawwją	hɔy	Heu	222	German				hay	*xawwją	119
491	h aː z ə l aː r	*xaslăz	haːzəlaːr	hazelaar	134	Dutch				hazel	*xaslăz	120
490	h eɪ z ə l	*xaslăz	heɪzḷ	hazel	134	English				hazel	*xaslăz	120
2062	h æ s l	*xaslăz	heɪzḷ	hæsl	134	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hazel	*xaslăz	120
489	h aː z ə l	*xaslăz	haːzəl	Hasel	134	German				hazel	*xaslăz	120
254	h oː f t	*xaubudą	hoːft	hoofd	70	Dutch				head	*xaubudą	121
253	h ɛ d	*xaubudą	hɛd	head	70	English				head	*xaubudą	121
2063	h ē a f o d	*xaubudą	ˈhæːɑ̯vod	hēafod	70	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			head	*xaubudą	121
252	h au p t	*xaubudą	haupt	Haupt	70	German				head	*xaubudą	121
189	h eː l ə	*xailjăną	heːlə	helen	53	Dutch				heal	*xailjăną	122
188	h iː l	*xailjăną	hiːl	heal	53	English				heal	*xailjăną	122
2064	h ǣ l a n	*xailjăną	hiːl	hǣlan	53	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			heal	*xailjăną	122
187	h ai l ə n	*xailjăną	hailən	heilen	53	German				heal	*xailjăną	122
114	h ɑ r t	*xertōn	hɑrt	hart	32	Dutch				heart	*xertōn	123
113	h ɑː t	*xertōn	hɑːt	heart	32	English				heart	*xertōn	123
2065	h e o r t e	*xertōn	ˈheo̯rˠte	heorte	32	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			heart	*xertōn	123
112	h ɛ r ts	*xertōn	hɛrt͡s	Herz	32	German				heart	*xertōn	123
1512	h aː r t	*xerθăz	haːrt	haard	414	Dutch				hearth	*xerθăz	124
1511	h ɑː θ	*xerθăz	hɑːθ	hearth	414	English				hearth	*xerθăz	124
2066	h e o r þ	*xerθăz	hɑːθ	heorþ	414	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hearth	*xerθăz	124
1510	h eː r t	*xerθăz	heːrt	Herd	414	German				hearth	*xerθăz	124
567	h iː θ	*xaiθiz	hiːθ	heath	155	English				heath	*xaiθiz	341
2067	h ǣ þ	*xaiθiz	hiːθ	hǣþ	155	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			heath	*xaiθiz	341
566	h ai d ə	*xaiθiz	haidə	Heide	155	German				heath	*xaiθiz	341
1074	h eː m ə l	*xemenăz	heːməl	hemel	294	Dutch				heaven	*xemenăz	125
1073	h ɛ v ə n	*xemenăz	hɛvṇ	heaven	294	English				heaven	*xemenăz	125
2068	h e o f o n	*xemenăz	hɛvṇ	heofon	294	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			heaven	*xemenăz	125
1072	h ɪ m ə l	*xemenăz	hɪməl	Himmel	294	German				heaven	*xemenăz	125
386	h ɛ x	*xagjăz	hɛx	heg	106	Dutch				hedge	*xagjăz	126
385	h ɛ ʤ	*xagjăz	hɛʤ	hedge	106	English				hedge	*xagjăz	126
2069	h e ġ ġ	*xagjăz	hɛʤ	heġġ	106	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | Note: heċġ is the more standard spelling; using heġġ here			hedge	*xagjăz	126
384	h ɛ k ə	*xagjăz	hɛkə	Hecke	106	German				hedge	*xagjăz	126
633	h ɛ l m	*xelmăz	hɛlm	helm	174	Dutch				helm	*xelmăz	127
632	h ɛ l m	*xelmăz	hɛlm	helm	174	English				helm	*xelmăz	127
2070	h e l m	*xelmăz	hɛlm	helm	174	Old_English	Kroonen *helma- m. 'helmet' → OE helm m.; helma is not nom.sg.			helm	*xelmăz	127
631	h ɛ l m	*xelmăz	hɛlm	Helm	174	German				helm	*xelmăz	127
1446	h ɛ l p ə	*xelpăną	hɛlpə	helpen	395	Dutch				help	*xelpăną	128
479	h ʉ l p	*xelpō	hʉlp	hulp	131	Dutch				help	*xelpō	128
1445	h ɛ l p	*xelpăną	hɛlp	help	395	English				help	*xelpăną	128
2071	h e l p a n	*xelpăną	hɛlp	helpan	395	Old_English	OE target: help→helpan (inf. of str.v. class III; noun 'help' is in *xelpō row)			help	*xelpăną	128
478	h ɛ l p	*xelpō	hɛlp	help	131	English				help	*xelpō	128
2072	h e l p	*xelpō	hɛlp	help	131	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			help	*xelpō	128
1444	h ɛ l f ə n	*xelpăną	hɛlfən	helfen	395	German				help	*xelpăną	128
477	h ɪ l f ə	*xelpō	hɪlfə	Hilfe	131	German				help	*xelpō	128
345	h ɜː d	*xerdō	hɜːd	herd	95	English				herd	*xerdō	342
2073	h i e r d	*xerdō	hɜːd	hierd	95	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			herd	*xerdō	342
344	h eː r d ə	*xerdō	heːrdə	Herde	95	German	BOR			herd	*xerdō	342
93	h ɑu ʋ ə	*xawwăną	hɑuʋə	houwen	26	Dutch				hew	*xawwăną	129
92	h j uː	*xawwăną	hjuː	hew	26	English				hew	*xawwăną	129
2074	h ē a w a n	*xawwăną	hjuː	hēawan	26	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hew	*xawwăną	129
91	h au ə n	*xawwăną	hauən	hauen	26	German				hew	*xawwăną	129
487	h ɪ n d ə	*xendjō	hɪndə	hinde	133	Dutch				hind	*xendjō	130
486	h aɪ n d	*xendjō	haɪnd	hind	133	English				hind	*xendjō	130
2075	h i n d	*xendjō	haɪnd	hind	133	Old_English	Kroonen *hindō- f. 'hind (deer)' → OE hind f.; hindan 'from behind' is wrong lexeme			hind	*xendjō	130
485	h ɪ n d ə	*xendjō	hɪndə	Hinde	133	German				hind	*xendjō	130
597	h ɔː d	*xuzdą	hɔːd	hoard	164	English				hoard	*xuzdą	343
2076	h o r d	*xuzdą	hɔːd	hord	164	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hoard	*xuzdą	343
596	h ɔ r t	*xuzdą	hɔrt	Hort	164	German				hoard	*xuzdą	343
1251	h ɑu d ə	*xaldăną	hɑudə	houden	343	Dutch				hold	*xaldăną	131
1250	h əʊ l d	*xaldăną	həʊld	hold	343	English				hold	*xaldăną	131
2077	h e a l d a n	*xaldăną	həʊld	healdan	343	Old_English	R/T vol.2 10729: PGmc *haldaną > WS OE healdan (with breaking)			hold	*xaldăną	131
1249	h a l t ə n	*xaldăną	haltən	halten	343	German				hold	*xaldăną	131
12	h eː m	*xaimăz	heːm	heem	532	Dutch				home	*xaimăz	132
11	h əʊ m	*xaimăz	həʊm	home	532	English				home	*xaimăz	132
2078	h ā m	*xaimăz	həʊm	hām	532	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			home	*xaimăz	132
10	h ai m	*xaimăz	haim	Heim	532	German				home	*xaimăz	132
375	h oː n ɪ ŋ	*xunăgą	hoːnɪŋ	honing	103	Dutch				honey	*xunăgą	133
374	h ʌ n ɪ	*xunăgą	hʌnɪ	honey	103	English				honey	*xunăgą	133
2079	h u n i ġ	*xunăgą	hʌnɪ	huniġ	103	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			honey	*xunăgą	133
373	h oː n ɪ x	*xunăgą	hoːnɪx	Honig	103	German				honey	*xunăgą	133
153	h ʊ d	*xōdăz	hʊd	hood	43	English				hood	*xōdăz	344
2080	h ō d	*xōdăz	hʊd	hōd	43	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hood	*xōdăz	344
152	h uː t	*xōdăz	huːt	Hut	43	German				hood	*xōdăz	344
1891	h uː f	*xōfăz	huːf	hoef	518	Dutch				hoof	*xōfăz	134
1890	h uː f	*xōfăz	huːf	hoof	518	English				hoof	*xōfăz	134
2081	h ō f	*xōfăz	huːf	hōf	518	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hoof	*xōfăz	134
1889	h uː f	*xōfăz	huːf	Huf	518	German				hoof	*xōfăz	134
625	h oː r n	*xurną	hoːrn	hoorn	172	Dutch				horn	*xurną	135
624	h ɔː n	*xurną	hɔːn	horn	172	English				horn	*xurną	135
2082	h o r n	*xurną	horˠn	horn	172	Old_English	Proto: oblique *xurnăn→*xurną (n. a-stem nom.sg.; Kroonen)			horn	*xurną	135
623	h ɔ r n	*xurną	hɔrn	Horn	172	German				horn	*xurną	135
338	h ɔ n t	*xundăz	hɔnt	hond	93	Dutch				hound	*xundăz	136
337	h aʊ n d	*xundăz	haʊnd	hound	93	English				hound	*xundăz	136
2083	h u n d	*xundăz	haʊnd	hund	93	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hound	*xundăz	136
336	h ʊ n t	*xundăz	hʊnt	Hund	93	German				hound	*xundăz	136
1838	k n eː d ə	*knedăną	kneːdə	kneden	503	Dutch				knead	*knedăną	137
1837	n iː d	*knedăną	niːd	knead	503	English				knead	*knedăną	137
2084	c n e d a n	*knedăną	niːd	cnedan	503	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			knead	*knedăną	137
1836	k n eː t ə n	*knedăną	kneːtən	kneten	503	German				knead	*knedăną	137
908	k n iː	*knewą	kniː	knie	249	Dutch				knee	*knewą	138
907	n iː	*knewą	niː	knee	249	English				knee	*knewą	138
2085	c n ē o w	*knewą	kneːo̯w	cnēow	249	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			knee	*knewą	138
906	k n iː	*knewą	kniː	Knie	249	German				knee	*knewą	138
771	k n ɛ x t	*knixtăz	knɛxt	knecht	211	Dutch				knight	*knixtăz	139
770	n aɪ t	*knixtăz	naɪt	knight	211	English				knight	*knixtăz	139
2086	c n i h t	*knixtăz	naɪt	cniht	211	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			knight	*knixtăz	139
769	k n ɛ x t	*knixtăz	knɛxt	Knecht	211	German				knight	*knixtăz	139
539	k n oː p	*knuppăz	knoːp	knoop	147	Dutch				knob	*knuppăz	140
538	n ɔ b	*knuppăz	nɔb	knob	147	English				knob	*knuppăz	140
2087	c n o b b a	*knuppăz	nɔppa	cnobba	147	Old_English	Unattested Old English cognate; likely *cnobba based on ME knob (Chaucer) and Frisian knobbe.			knob	*knuppăz	140
537	k n ɔ pf	*knuppăz	knɔp͡f	Knopf	147	German				knob	*knuppăz	140
405	l aː d ə	*laθōjăną	laːdə	laden	111	Dutch				lade	*laθōjăną	141
404	l eɪ d	*laθōjăną	leɪd	lade	111	English				lade	*laθōjăną	141
2088	h l a d a n	*xlaθaną	leɪd	hladan	111	Old_English	Wiktionary: PGmc *hlaþaną > OE hladan | Proto encoding: -aną (full vowel) for A-restoration; R/T §6.3.1			lade	*xlaθaną	141
403	l aː d ə n	*laθōjăną	laːdən	laden	111	German				lade	*laθōjăną	141
1355	l ɑ n t	*landą	lɑnt	land	371	Dutch				land	*landą	142
1354	l æ n d	*landą	lænd	land	371	English				land	*landą	142
2089	l a n d	*landą	lænd	land	371	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			land	*landą	142
1353	l a n t	*landą	lant	Land	371	German				land	*landą	142
1554	l ɑ p	*labbăz	lɑp	lap	426	Dutch				lap	*labbăz	143
1553	l æ p	*labbăz	læp	lap	426	English				lap	*labbăz	143
2090	l æ p p a	*labbăz	læp	læppa	426	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lap	*labbăz	143
1552	l a p ə n	*labbăz	lapən	Lappen	426	German				lap	*labbăz	143
535	l ɑː s t	*laistjăną	lɑːst	last	146	English				last	*laistjăną	345
2091	l ǣ s t a n	*laistjăną	lɑːst	lǣstan	146	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			last	*laistjăną	345
534	l ai s t ə n	*laistjăną	laistən	leisten	146	German				last	*laistjăną	345
1063	l ɑ x ə	*lakăną	lɑxə	lachen	291	Dutch				laugh	*lakăną	144
1062	l ɑː f	*lakăną	lɑːf	laugh	291	English				laugh	*lakăną	144
2092	h l æ h h a n	*xlaxjăną	lɑːf	hlæhhan	291	Old_English	R/T: PGmc *hlahjanan > OE hlæhhan/hliehhan			laugh	*xlaxjăną	144
1061	l a x ə n	*lakăną	laxən	lachen	291	German				laugh	*lakăną	144
1746	l ɛɪ d ə	*laidjăną	lɛɪdə	leiden	478	Dutch				lead	*laidjăną	145
1745	l iː d	*laidjăną	liːd	lead	478	English				lead	*laidjăną	145
2093	l ǣ d a n	*laidjăną	liːd	lǣdan	478	Old_English	R/T vol.2 13527-29: PGmc *laidijaną > OE lǣdan (to lead)			lead	*laidjăną	145
1744	l ai t ə n	*laidjăną	laitən	leiten	478	German				lead	*laidjăną	145
664	l oː f	*laubą	loːf	loof	182	Dutch				leaf	*laubą	146
663	l iː f	*laubą	liːf	leaf	182	English				leaf	*laubą	146
2094	l ē a f	*laubą	læːɑ̯f	lēaf	182	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			leaf	*laubą	146
662	l au p	*laubą	laup	Laub	182	German				leaf	*laubą	146
1595	l ɜː n	*liznōjăną	lɜːn	learn	437	English				learn	*liznōjăną	346
2095	l e o r n i a n	*liznōjăną	lɜːn	leornian	437	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			learn	*liznōjăną	346
1594	l ɛ r n ə n	*liznōjăną	lɛrnən	lernen	437	German				learn	*liznōjăną	346
47	l ɛ ð ə	*leθrą	lɛðə	leather	13	English				leather	*leθrą	347
2096	l e þ e r	*leθrą	lɛðə	leþer	13	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			leather	*leθrą	347
46	l eː d ə r	*leθrą	leːdər	Leder	13	German				leather	*leθrą	347
787	l uː k	*laukăz	luːk	look	215	Dutch				leek	*laukăz	147
786	l iː k	*laukăz	liːk	leek	215	English				leek	*laukăz	147
2097	l ē a c	*laukăz	liːk	lēac	215	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			leek	*laukăz	147
785	l au x	*laukăz	laux	Lauch	215	German				leek	*laukăz	147
922	l aː t ə	*lētăną	laːtə	laten	253	Dutch				let	*lētăną	148
921	l ɛ t	*lētăną	lɛt	let	253	English				let	*lētăną	148
2098	l ǣ t a n	*lētăną	lɛt	lǣtan	253	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			let	*lētăną	148
920	l a s ə n	*lētăną	lasən	lassen	253	German				let	*lētăną	148
1599	l ɪ k ə	*likkōjăną	lɪkə	likken	438	Dutch				lick	*likkōjăną	149
1598	l ɪ k	*likkōjăną	lɪk	lick	438	English				lick	*likkōjăną	149
2099	l i c c i a n	*likkōjăną	lɪk	liccian	438	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lick	*likkōjăną	149
1597	l ɛ k ə n	*likkōjăną	lɛkən	lecken	438	German				lick	*likkōjăną	149
1641	l ɪ t	*xlidą	lɪt	lid	450	Dutch	Proto: *liθuz → *xlidą (Wiktionary *hlidą 'lid, cover')			lid	*xlidą	150
1640	l ɪ d	*xlidą	lɪd	lid	450	English	Proto: *liθuz → *xlidą (Wiktionary *hlidą 'lid, cover')			lid	*xlidą	150
2100	h l i d	*xlidą	lɪd	hlid	450	Old_English	Proto: *liθuz → *xlidą (Wiktionary *hlidą 'lid, cover')			lid	*xlidą	150
1639	l iː t	*xlidą	liːt	Lid	450	German	Proto: *liθuz → *xlidą (Wiktionary *hlidą 'lid, cover')			lid	*xlidą	150
839	l ɛɪ f	*lībą	lɛɪf	lijf	230	Dutch				life	*lībą	151
838	l aɪ f	*lībą	laɪf	life	230	English				life	*lībą	151
2101	l ī f	*lībą	laɪf	līf	230	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			life	*lībą	151
837	l ai p	*lībą	laip	Leib	230	German				life	*lībą	151
528	l ɪ x t ə	*leuxtjăną	lɪxtə	lichten	144	Dutch				light	*leuxtjăną	152
527	l aɪ t	*leuxtjăną	laɪt	light	144	English				light	*leuxtjăną	152
2102	l ī e h t a n	*leuxtjăną	laɪt	līehtan	144	Old_English	OE target: lēoht→līehtan (wk.v. I 'to light', matching verb proto *leuxtjăną; noun 'lēoht' from *leuxtą)			light	*leuxtjăną	152
526	l ɔy x t ə n	*leuxtjăną	lɔyxtən	leuchten	144	German				light	*leuxtjăną	152
122	l ɛɪ m	*līmą	lɛɪm	lijm	34	Dutch				lime	*līmą	153
121	l aɪ m	*līmą	laɪm	lime	34	English				lime	*līmą	153
2103	l ī m	*līmą	laɪm	līm	34	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lime	*līmą	153
120	l ai m	*līmą	laim	Leim	34	German				lime	*līmą	153
1727	l ɪ n d ə	*lindō	lɪndə	linde	473	Dutch				linden	*lindō	154
1726	l ɪ n d ə n	*lindō	lɪndən	linden	473	English				linden	*lindō	154
2104	l i n d	*lindō	lɪndən	lind	473	Old_English	Kroonen *lindō- f. 'linden/lime tree' → OE lind f.; linden is not standard OE form			linden	*lindō	154
1725	l ɪ n d ə	*lindō	lɪndə	Linde	473	German				linden	*lindō	154
945	l ɛɪ n	*līnōn	lɛɪn	lijn	259	Dutch				line	*līnōn	155
944	l aɪ n	*līnōn	laɪn	line	259	English				line	*līnōn	155
2105	l ī n e	*līnōn	laɪn	līne	259	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			line	*līnōn	155
943	l ai n ə	*līnōn	lainə	Leine	259	German				line	*līnōn	155
1438	l ɛɪ s t	*līstōn	lɛɪst	lijst	393	Dutch				list	*līstōn	156
1437	l ɪ s t	*līstōn	lɪst	list	393	English				list	*līstōn	156
2106	l ī s t e	*līstōn	lɪst	līste	393	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			list	*līstōn	156
1436	l ai s t ə	*līstōn	laistə	Leiste	393	German				list	*līstōn	156
617	l eː v ə	*libēną	leːvə	leven	170	Dutch				live	*libēną	157
616	l aɪ v	*libēną	laɪv	live	170	English				live	*libēną	157
2107	l i f e þ	*libēþi	laɪv	lifeþ	170	Old_English	Source: Wiktionary etymology (template:inh) | 3sg pres. indic. (archaic North. lifed); infinitive libban shows j-gemination from *libjăną stem, not *-ē- stem			live	*libēþi	157
615	l eː b ə n	*libēną	leːbən	leben	170	German				live	*libēną	157
213	l eː v ə r	*librō	leːvər	lever	59	Dutch				liver	*librō	158
212	l ɪ v ə	*librō	lɪvə	liver	59	English				liver	*librō	158
2108	l i f e r	*librō	ˈliver	lifer	59	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			liver	*librō	158
211	l eː b ə r	*librō	leːbər	Leber	59	German				liver	*librō	158
904	l eː m	*laimōn	leːm	leem	248	Dutch				loam	*laimōn	159
903	l əʊ m	*laimōn	ləʊm	loam	248	English				loam	*laimōn	159
2109	l ā m	*laimōn	ləʊm	lām	248	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			loam	*laimōn	159
902	l eː m	*laimōn	leːm	Lehm	248	German				loam	*laimōn	159
258	l eː t	*laiθăz	leːt	leed	71	Dutch				loath	*laiθăz	160
257	l əʊ θ	*laiθăz	ləʊθ	loath	71	English				loath	*laiθăz	160
2110	l ā þ	*laiθăz	ləʊθ	lāþ	71	Old_English	Source: Wiktionary etymology (template:inh) | TSV: ð→þ (allographic convention)			loath	*laiθăz	160
256	l ai t	*laiθăz	lait	Leid	71	German				loath	*laiθăz	160
1150	l ɔ k	*lukkăz	lɔk	lok	315	Dutch				lock	*lukkăz	161
859	l ɔ k	*luką	lɔk	lock	236	English				lock	*luką	161
2111	l o c	*luką	lɔk	loc	236	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lock	*luką	161
1149	l ɔ k	*lukkăz	lɔk	lock	315	English				lock	*lukkăz	161
2112	l o c c	*lukkăz	lɔk	locc	315	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lock	*lukkăz	161
858	l ɔ x	*luką	lɔx	Loch	236	German				lock	*luką	161
1148	l ɔ k ə	*lukkăz	lɔkə	Locke	315	German				lock	*lukkăz	161
1826	l œy s	*lūsz	lœys	luis	500	Dutch				louse	*lūsz	162
1825	l aʊ s	*lūsz	laʊs	louse	500	English				louse	*lūsz	162
2113	l ū s	*lūsz	luːs	lūs	500	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			louse	*lūsz	162
1824	l au s	*lūsz	laus	Laus	500	German				louse	*lūsz	162
892	l ɔ ŋ	*lungō	lɔŋ	long	245	Dutch				lung	*lungō	163
891	l ʌ ŋ	*lungō	lʌŋ	lung	245	English				lung	*lungō	163
2114	l u n g e n	*lungō	lunɡen	lungen	245	Old_English	TSV fix: proto was *lungwą (spurious -wą); changed to *lungō (neut. n-stem, Kroonen *lungōn- p.367). OE lungen specifically < *lungunjo- (Kroonen), a derivative of *lungō.			lung	*lungō	163
890	l ʊ ŋ ə	*lungō	lʊŋə	Lunge	245	German				lung	*lungō	163
1329	l ʉ s t	*lustuz	lʉst	lust	364	Dutch				lust	*lustuz	164
1328	l ʌ s t	*lustuz	lʌst	lust	364	English				lust	*lustuz	164
2115	l u s t	*lustuz	lʌst	lust	364	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lust	*lustuz	164
1327	l ʊ s t	*lustuz	lʊst	Lust	364	German				lust	*lustuz	164
371	l oː x	*laugō	loːx	loog	102	Dutch				lye	*laugō	165
370	l aɪ	*laugō	laɪ	lye	102	English				lye	*laugō	165
2116	l ē a h	*laugō	laɪ	lēah	102	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lye	*laugō	165
369	l au ɡ ə	*laugō	lauɡə	Lauge	102	German				lye	*laugō	165
1457	m aː k ə	*makōjăną	maːkə	maken	398	Dutch				make	*makōjăną	166
1456	m eɪ k	*makōjăną	meɪk	make	398	English				make	*makōjăną	166
2117	m a c i a n	*makōjăną	meɪk	macian	398	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			make	*makōjăną	166
1455	m a x ə n	*makōjăną	maxən	machen	398	German				make	*makōjăną	166
989	m ɑu t	*maltăz	mɑut	mout	271	Dutch				malt	*maltăz	167
988	m ɔː l t	*maltăz	mɔːlt	malt	271	English				malt	*maltăz	167
2118	m e a l t	*maltăz	mɔːlt	mealt	271	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			malt	*maltăz	167
987	m a l ts	*maltăz	malt͡s	Malz	271	German				malt	*maltăz	167
1928	m ɑ n	*mannăz	mɑn	man	529	Dutch				man	*mannăz	168
1927	m æ n	*mannăz	mæn	man	529	English				man	*mannăz	168
2119	m a n n	*mannăz	mɒnː	mann	529	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			man	*mannăz	168
1926	m a n	*mannăz	man	Mann	529	German				man	*mannăz	168
44	m ɑ r k	*markō	mɑrk	mark	12	Dutch				march	*markō	169
43	m ɑː ʧ	*markō	mɑːʧ	march	12	English				march	*markō	169
2120	m e a r c	*markō	mɑːʧ	mearc	12	Old_English	Kroonen *markō- f. 'boundary' → OE mearc f.; mearcian is the verb 'to mark'			march	*markō	169
42	m a r k	*markō	mark	Mark	12	German	EXC			march	*markō	169
1712	m ɑ s t	*mastăz	mɑst	mast	469	Dutch				mast	*mastăz	170
1711	m ɑː s t	*mastăz	mɑːst	mast	469	English				mast	*mastăz	170
2121	m æ s t	*mastăz	mɑːst	mæst	469	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			mast	*mastăz	170
1710	m a s t	*mastăz	mast	Mast	469	German				mast	*mastăz	170
239	m aː l	*mēlą	maːl	maal	66	Dutch				meal	*mēlą	171
238	m iː l	*mēlą	miːl	meal	66	English				meal	*mēlą	171
2122	m ǣ l	*mēlą	miːl	mǣl	66	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			meal	*mēlą	171
237	m aː l	*mēlą	maːl	Mal	66	German				meal	*mēlą	171
75	m eː n ə	*mainjăną	meːnə	menen	21	Dutch				mean	*mainjăną	172
74	m iː n	*mainjăną	miːn	mean	21	English				mean	*mainjăną	172
2123	m ǣ n a n	*mainjăną	miːn	mǣnan	21	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			mean	*mainjăną	172
73	m ai n ə n	*mainjăną	mainən	meinen	21	German				mean	*mainjăną	172
648	m iː d	*mizdō	miːd	meed	178	English				meed	*mizdō	348
